"","Date","brz","chn","ind","rus","zar"
"615",2011-10-21,7103.303,77.018,544.372,987.614,856.707
"616",2011-10-28,7903.517,87.622,593.545,1101.898,944.034
"617",2011-11-04,7621.803,87.56,581.96,1053.375,906.37
"618",2011-11-11,7638.983,84.751,557.789,1058.928,914.753
"619",2011-11-18,7294.287,81.725,514.898,1027.479,868.596
"620",2011-11-25,6696.516,77.775,485.369,967.517,822.114
"621",2011-12-02,7448.377,84.752,528.867,1062.876,912.096
"622",2011-12-09,7431.03,82.25,502.871,961.271,903.779
"623",2011-12-16,7041.211,80.82,475.52,939.326,855.714
"624",2011-12-23,7234.739,82.644,477.636,960.647,885.989
"625",2011-12-30,7119.723,81.316,467.064,946.71,892.376
"626",2012-01-06,7335.671,81.63,483.685,981.451,898.574
"627",2012-01-13,7620.935,85.509,506.449,999.878,895.244
"628",2012-01-20,8088.494,88.971,537.974,1035.479,941.217
"629",2012-01-27,8208.709,90.977,566.194,1081.381,964.541
"630",2012-02-03,8507.719,92.298,588.313,1130.121,1006.513
"631",2012-02-10,8355.309,92.424,586.634,1104.508,974
"632",2012-02-17,8602.732,94.816,608.213,1139.176,976.142
"633",2012-02-24,8663.344,94.779,596.691,1189.876,1006.115
"634",2012-03-02,8824.731,95.244,583.436,1199.225,1019.97
"635",2012-03-09,8437.934,93.212,576.299,1169.621,1016.212
"636",2012-03-16,8459.546,93.054,570.359,1208.471,1003.842
"637",2012-03-23,8214.695,89.333,555.203,1143.816,978.178
"638",2012-03-30,8102.933,89.381,560.713,1122.878,992.692
"639",2012-04-06,7927.487,90.244,562.779,1107.173,975.201
"640",2012-04-13,7801.817,91.332,544.716,1106.571,956.295
"641",2012-04-20,7710.976,92.187,544.983,1106.507,985.432
"642",2012-04-27,7611.212,91.07,529.311,1091.809,995.327
"643",2012-05-04,7330.851,92.07,511.542,1022.48,990.73
"644",2012-05-11,7088.432,86.347,494.268,1004.847,953.768
"645",2012-05-18,6462.636,82.002,481.08,902.103,904.584
"646",2012-05-25,6493.013,81.716,476.941,899.071,902.188
"647",2012-06-01,6367.282,82.341,466.021,873.522,888.888
"648",2012-06-08,6455.626,81.841,489.671,924.885,917.919
"649",2012-06-15,6567.805,85.323,495.322,957.913,933.063
"650",2012-06-22,6483.945,83.299,482.52,919.577,928.133
"651",2012-06-29,6582.998,84.681,507.249,965.52,937.332
"652",2012-07-06,6657.575,86.291,514.316,970.876,944.698
"653",2012-07-13,6562.641,82.914,508.68,978.355,932.98
"654",2012-07-20,6584.222,84.915,506.368,997.352,941.571
"655",2012-07-27,6857.151,83.755,494.84,995.777,976.129
"656",2012-08-03,6825.696,85.342,503.124,1007.306,998.734
"657",2012-08-10,7079.569,87.511,517.665,1025.688,1004.663
"658",2012-08-17,7030.439,86.488,520.186,1021.767,969.133
"659",2012-08-24,6905.122,85.63,524.359,1031.827,971.966
"660",2012-08-31,6708.574,83.204,510.793,1001.607,958.373
"661",2012-09-07,6871.692,84.873,521.412,1063.218,996.141
"662",2012-09-14,7280.11,88.201,553.419,1143.424,1001.346
"663",2012-09-21,7133.12,88.131,573.962,1091.899,1006.07
"664",2012-09-28,6896.931,88.684,585.512,1056.26,999.407
"665",2012-10-05,6947.178,89.642,600.018,1078.281,952.023
"666",2012-10-12,6923.091,91.293,580.374,1050.019,963.119
"667",2012-10-19,6964.198,93.642,568.751,1068.632,967.166
"668",2012-10-26,6889.466,92.465,567.197,1028.302,969.265
"669",2012-11-02,6965.104,96.086,572.004,1022.011,980.716
"670",2012-11-09,6768.745,93.299,561.887,994.804,985.698
"671",2012-11-16,6528.086,91.722,550.66,977.904,952.992
"672",2012-11-23,6710.229,94.94,550.616,1022.112,965.159
"673",2012-11-30,6630.517,95.504,588.457,1020.099,965.374
"674",2012-12-07,6780.253,96.99,590.237,1046.272,998.028
"675",2012-12-14,6950.516,99.076,587.39,1066.743,1014.471
"676",2012-12-21,7112.464,98.786,579.569,1075.451,1039.188
"677",2012-12-28,7154.939,99.837,588.293,1086.431,1064.894
"678",2013-01-04,7391.881,104.07,596.605,1094.919,1066.638
"679",2013-01-11,7287.231,102.983,595.113,1114.484,1035.128
"680",2013-01-18,7331.545,104.604,614.973,1138.663,1011.658
"681",2013-01-25,7327.52,103.209,615.651,1150.097,1011.543
"682",2013-02-01,7422.848,104.47,614.894,1156.72,1013.392
"683",2013-02-08,7268.898,101.725,603.077,1128.231,1026.087
"684",2013-02-15,7285.841,103.26,593.415,1113.681,1019.975
"685",2013-02-22,7118.97,99.161,590.649,1100.166,993.586
"686",2013-03-01,7138.064,99.611,570.09,1073.611,984.79
"687",2013-03-08,7464.948,100.644,598.62,1086.126,997.162
"688",2013-03-15,7250.764,96.457,594.244,1099.899,973.769
"689",2013-03-22,6952.333,95.353,568.224,1054.875,951.209
"690",2013-03-29,7088.484,95.558,573.333,1048.551,967.974
"691",2013-04-05,7005.634,92.007,557.026,1013.899,939.207
"692",2013-04-12,7102.749,94.227,555.299,1021.987,965.44
"693",2013-04-19,6934.856,93.88,581.165,972.718,933.322
"694",2013-04-26,6972.168,95.718,584.214,1002.87,950.398
"695",2013-05-03,7147.493,96.451,600.337,1049.73,993.147
"696",2013-05-10,7171.819,99.62,605.439,1058.75,985.07
"697",2013-05-17,7132.684,97.894,613.703,1053.183,974.771
"698",2013-05-24,7133.651,95.821,587.949,1045.739,940.709
"699",2013-05-31,6708.94,95.824,579.713,1005.043,914.143
"700",2013-06-07,6466.885,93.003,564.604,987.949,887.429
"701",2013-06-14,6172.687,89.703,551.044,974.502,878.736
"702",2013-06-21,5651.585,86.666,525.215,937.507,829.761
"703",2013-06-28,5869.047,89.31,541.206,961.979,896.972
"704",2013-07-05,5497.344,88.304,534.706,958.043,856.531
"705",2013-07-12,5611.254,90.352,554.866,1021.032,910.78
"706",2013-07-19,5803.916,90.784,561.074,1051.341,903.478
"707",2013-07-26,5931.697,93.747,553.845,1019.589,907.438
"708",2013-08-02,5836.109,94.112,520.235,1008.85,929.827
"709",2013-08-09,5963.317,93.415,512.514,1003.215,939.523
"710",2013-08-16,5839.076,97.6,501.178,1010.329,941.406
"711",2013-08-23,5780.251,95.451,480.756,1018.003,921.674
"712",2013-08-30,5659.611,95.197,469.626,992.183,907.06
"713",2013-09-06,6031.651,99.152,486.202,1040.205,942.662
"714",2013-09-13,6237.932,101.395,514.755,1077.008,982.701
"715",2013-09-20,6494.021,103.052,534.006,1126.888,999.634
"716",2013-09-27,6409.749,101.774,521.678,1102.347,983.306
"717",2013-10-04,6489.006,102.033,534.758,1110.202,993.789
"718",2013-10-11,6619.022,102.78,555.236,1138.985,1002.704
"719",2013-10-18,6805.382,103.255,562.2,1168.082,1045.772
"720",2013-10-25,6710.224,99.498,553.824,1145.843,1033.879
"721",2013-11-01,6621.613,102.866,564.041,1135.652,1007.057
"722",2013-11-08,6247.897,100.052,543.56,1107.52,974.625
"723",2013-11-15,6437.357,102.207,532.575,1107.758,994.043
"724",2013-11-22,6431.907,106.402,530.991,1111.893,983.857
"725",2013-11-29,6303.165,107.761,547.698,1080.329,988.888
"726",2013-12-06,6035.577,107.392,558.718,1063.601,971.027
"727",2013-12-13,5915.258,104.784,548.849,1057.356,946.539
"728",2013-12-20,5889.149,101.807,561.325,1090.995,979.399
"729",2013-12-27,5996.639,103.846,565.724,1097.398,985.944
"730",2014-01-03,5852.799,101.543,557.065,1085.811,982.843
"731",2014-01-10,5735.586,100.046,557.648,1062.787,962.783
"732",2014-01-17,5683.482,100.704,568.743,1054.529,963.469
"733",2014-01-24,5411.569,98.21,559.281,1026.475,932.363
"734",2014-01-31,5379.255,97.094,544.323,986.299,899.993
"735",2014-02-07,5505.094,95.564,542.961,1010.697,909.073
"736",2014-02-14,5539.446,98.456,542.75,1014.998,947.784
"737",2014-02-21,5543.507,98.76,552.404,999.685,954.47
"738",2014-02-28,5574.158,99.643,562.979,962.615,983.152
"739",2014-03-07,5484.954,98.592,586.326,882.145,1011.009
"740",2014-03-14,5287.903,93.396,579.748,824.413,993.335
"741",2014-03-21,5660.716,93.818,580.451,868.08,977.75
"742",2014-03-28,6096.736,97.231,608.675,907.467,1045.523
"743",2014-04-04,6311.133,98.285,607.494,943.164,1045.972
"744",2014-04-11,6539.773,100.199,616.039,919.408,1054.064
"745",2014-04-18,6455.289,98.761,613.226,909.231,1056.211
"746",2014-04-25,6416.803,96.364,610.072,850.267,1047.311
"747",2014-05-02,6604.36,96.13,606.969,873.292,1066.593
"748",2014-05-09,6613.746,94.437,618.042,932.946,1075.769
"749",2014-05-16,6752.398,97.858,657.585,961.912,1090.045
"750",2014-05-23,6561.506,100.065,683.095,1013.306,1118.755
"751",2014-05-30,6317.362,100.241,663.173,986.204,1066.383
"752",2014-06-06,6553.615,100.765,694.664,1026.545,1086.282
"753",2014-06-13,6773.822,103.511,686.325,1038.947,1086.244
"754",2014-06-20,6755.44,102.983,679.426,1037.123,1098.964
"755",2014-06-27,6682.149,103.239,680.767,1051.841,1092.017
"756",2014-07-04,6740.394,106.194,706.299,1041.819,1097.803
"757",2014-07-11,6802.174,105.248,679.034,1062.179,1098.002
"758",2014-07-18,7025.619,106.573,688.127,1002.361,1108.836
"759",2014-07-25,7151.737,110.608,705.497,981.743,1130.959
"760",2014-08-01,6831.491,110.887,680.355,951.081,1110.076
"761",2014-08-08,6658.621,110.515,678.282,919.238,1108.113
"762",2014-08-15,6911.692,113.472,705.01,969.2,1124.077
"763",2014-08-22,7049.478,113.667,714.741,989.808,1123.649
"764",2014-08-29,7537.731,112.247,715.783,938.441,1129.63
"765",2014-09-05,7428.398,115.716,730.433,986.283,1147.492
"766",2014-09-12,6729.591,112.757,726.993,952.873,1092.764
"767",2014-09-19,6718.741,110.86,725.236,918.584,1095.295
"768",2014-09-26,6484.21,107.957,709.019,903.948,1036.444
"769",2014-10-03,6004.77,105.871,707.13,864.613,1017.273
"770",2014-10-10,6312.79,105.748,699.761,844.371,1009.216
"771",2014-10-17,6272.211,104.543,683.227,851.671,1024.79
"772",2014-10-24,5834.198,105.932,705.556,826.638,1048.077
"773",2014-10-31,6121.461,109.656,733.53,866.002,1095.1
"774",2014-11-07,5730.32,107.767,731.07,803.979,1063.848
"775",2014-11-14,5460.454,109.921,734.488,794.252,1111.865
"776",2014-11-21,6106.576,106.984,739.158,836.7,1140.27
"777",2014-11-28,5834.515,111.374,745.271,772.851,1098.906
"778",2014-12-05,5498.291,112.477,738.14,718.472,1054.811
"779",2014-12-12,4948.402,109.014,701.587,628.516,986.38
"780",2014-12-19,5158.24,109.121,691.84,611.196,1045.16
"781",2014-12-26,5152.166,109.806,684.785,661.866,1039.776
"782",2015-01-02,4979.652,114.741,707.349,600.317,1039.306
"783",2015-01-09,5106.532,116.151,709.426,629.734,1064.555
"784",2015-01-16,5161.507,115.548,734.254,621.397,1041.719
"785",2015-01-23,5230.194,118.664,767.406,664.649,1102.908
"786",2015-01-30,4855.853,115.214,756.524,589.624,1105.807
"787",2015-02-06,4888.198,115.913,755.078,666.172,1139.718
"788",2015-02-13,4983.601,117.154,761.323,741.762,1126.164
"789",2015-02-20,4941.129,117.693,765.682,732.947,1122.176
"790",2015-02-27,4995.097,118.947,770.583,724.153,1113.172
