"","Date","ABI SJ","ABL SJ","ACL SJ","AEG SJ","AGL SJ","AMS SJ","ANG SJ","AOD SJ","APN SJ","ARI SJ","ASR SJ","AVG SJ","BAW SJ","BGA SJ","BIL SJ","BTI SJ","BVT SJ","CCO SJ","CFR SJ","CRH SJ","CRN SJ","DDT SJ","DRD SJ","DSY SJ","ECO SJ","EXX SJ","FSR SJ","GFI SJ","GRT SJ","HAR SJ","IMP SJ","INL SJ","INP SJ","IPL SJ","ITU SJ","JDG SJ","JNC SJ","KIO SJ","LBH SJ","LGL SJ","LHC SJ","LON SJ","MDC SJ","MND SJ","MNP SJ","MPC SJ","MSM SJ","MTN SJ","MUR SJ","NED SJ","NPK SJ","NPN SJ","NTC SJ","OML SJ","PIK SJ","PPC SJ","REI SJ","REM SJ","RLO SJ","RMH SJ","SAB SJ","SAP SJ","SBK SJ","SHF SJ","SHP SJ","SLM SJ","SOL SJ","TBS SJ","TKG SJ","TRU SJ","VNF SJ","VOD SJ","WHL SJ"
"1818",2010-04-09,NA,9130,33228,NA,30120,8160,4924,NA,25521,13835,NA,NA,NA,1721.91,8507.93,NA,22005,NA,6030,NA,NA,NA,NA,NA,NA,31510,1403,1552,4513,3335,9249.85,5884,2070.55,NA,3198,NA,NA,2464,31050,NA,NA,2169.92,NA,12423.59,20095,NA,NA,5079.96,NA,8000,NA,7490,NA,3402,5570,5150,10930,5399,NA,24856,4200,NA,NA,NA,8000,2464,31050,18945,NA,NA,NA,5570,NA
"1819",2010-04-12,NA,9110,32850,NA,29725,8050,4950,NA,25368,13500,NA,NA,NA,1706.37,8372.05,NA,22200,NA,6050,NA,NA,NA,NA,NA,NA,31150,1402,1550.86,4530,3322,9150.85,5900,2042.75,NA,3174,NA,NA,2477,30700,NA,NA,2193.72,NA,12499.65,20200,NA,NA,5075.18,NA,7999,NA,7379,NA,3437,5530,5125,10950,5384,NA,25084,4156,NA,NA,NA,7999,2477,30700,18767,NA,NA,NA,5530,NA
"1820",2010-04-13,NA,9100,32766,NA,28800,8098,4900,NA,25042,13401,NA,NA,NA,1708.96,8174.8,NA,21000,NA,6083,NA,NA,NA,NA,NA,NA,30900,1400,1532.57,4540,3297,9231,5900,2039.59,NA,3115,NA,NA,2480,30055,NA,NA,2210.86,NA,12206.04,19858,NA,NA,4974.83,NA,7970,NA,7510,NA,3430,5550,5050,10889,5394,NA,25255,4149,NA,NA,NA,7970,2480,30055,18880,NA,NA,NA,5550,NA
"1821",2010-04-14,NA,9300,33999,NA,29444,8289,4950,NA,25899,13500,NA,NA,NA,1739.17,8415,NA,21587,NA,6155,NA,NA,NA,NA,NA,NA,30600,1410,1582.86,4535,3282,9260.23,5880,2076.86,NA,3200,NA,NA,2505,30800,NA,NA,2232.76,NA,12608.69,19831,NA,NA,5137.31,NA,8000,NA,7574,NA,3526,5500,5220,11305,5489,NA,25302,4180,NA,NA,NA,8000,2505,30800,18868,NA,NA,NA,5500,NA
"1822",2010-04-15,NA,9201,33871,NA,29400,8315,4985,NA,25800,13490,NA,NA,NA,1736.58,8416.76,NA,21850,NA,6190,NA,NA,NA,NA,NA,NA,30700,1405,1577.14,4547,3294,9169.71,5901,2077.5,NA,3200,NA,NA,2540,30900,NA,NA,2237.52,NA,12691.13,20000,NA,NA,5137.31,NA,7931,NA,7641,NA,3498,5505,5220,11012,5425,NA,24914,4240,NA,NA,NA,7931,2540,30900,18840,NA,NA,NA,5505,NA
"1823",2010-04-16,NA,9200,33000,NA,28700,8156,5130,NA,25060,13360,NA,NA,NA,1726.23,8206.36,NA,21171,NA,6128,NA,NA,NA,NA,NA,NA,30575,1395,1578.29,4450,3250,9183.85,5880,2069.28,NA,3144,NA,NA,2515,30100,NA,NA,2170.87,NA,12340.08,19912,NA,NA,4970.05,NA,7786,NA,7520,NA,3490,5410,5132,10683,5300,NA,24520,4121,NA,NA,NA,7786,2515,30100,18700,NA,NA,NA,5410,NA
"1824",2010-04-19,NA,9128,32464,NA,29030,8250,5130,NA,24673,13322,NA,NA,NA,1716.73,8240.55,NA,20600,NA,5992,NA,NA,NA,NA,NA,NA,30500,1401,1538.29,4483,3247,9222.51,5850,2053.49,NA,3140,NA,NA,2390,29500,NA,NA,2181.34,NA,12098.07,19500,NA,NA,5032.17,NA,7750,NA,7371,NA,3480,5435,5120,10650,5236,NA,24699,4140,NA,NA,NA,7750,2390,29500,18431,NA,NA,NA,5435,NA
"1825",2010-04-20,NA,9100,32740,NA,29050,8240,5185,NA,24823,13537,NA,NA,NA,1746.94,8262.46,NA,21350,NA,6115,NA,NA,NA,NA,NA,NA,30547,1403,1549.71,4469,3259,9164.99,5880,2085.08,NA,3160,NA,NA,2375,29650,NA,NA,2257.51,NA,12153.92,19600,NA,NA,5065.63,NA,7816,NA,7389,NA,3530,5450,5135,10889,5350,NA,25155,4170,NA,NA,NA,7816,2375,29650,18485,NA,NA,NA,5450,NA
"1826",2010-04-21,NA,9100,32407,NA,28850,8155,5180,NA,24372,13576,NA,NA,NA,1739.17,8284.38,NA,21420,NA,6100,NA,NA,NA,NA,NA,NA,30355,1404,1538.29,4419,3269,9203.65,5890,2109.09,NA,3150,NA,NA,2360,29810,NA,NA,2280.36,NA,12074.13,19650,NA,NA,5199.44,NA,7785,NA,7450,NA,3592,5520,5265,11000,5400,NA,25051,4250,NA,NA,NA,7785,2360,29810,18749,NA,NA,NA,5520,NA
"1827",2010-04-22,NA,8900,32470,NA,28900,8075,5195,NA,24293,13442,NA,NA,NA,1718.46,8372.05,NA,20590,NA,6015,NA,NA,NA,NA,NA,NA,30500,1405,1545.14,4240,3219,9150.85,5860,2098.35,NA,3150,NA,NA,2354,29890,NA,NA,2237.52,NA,11914.56,19585,NA,NA,5132.53,NA,7800,NA,7450,NA,3600,5575,5200,10845,5370,NA,25050,4176,NA,NA,NA,7800,2354,29890,18680,NA,NA,NA,5575,NA
"1828",2010-04-23,NA,8900,32593,NA,29250,8097,5221,NA,24030,13590,NA,NA,NA,1726.23,8521.08,NA,20790,NA,6069,NA,NA,NA,NA,NA,NA,30900,1390,1541.71,4194,3320,9232.88,5880,2085.08,NA,3157,NA,NA,2350,30060,NA,NA,2237.52,NA,11967.75,19560,NA,NA,5130.62,NA,7869,NA,7399,NA,3551,5535,5225,11040,5290,NA,25050,4178,NA,NA,NA,7869,2350,30060,18500,NA,NA,NA,5535,NA
"1829",2010-04-26,NA,9025,33250,NA,29686,8170,5090,NA,24558,13650,NA,NA,NA,1795.28,8416.76,NA,21248,NA,6131,NA,NA,NA,NA,NA,NA,30723,1380,1550.86,4249,3315,9400.72,5875,2164.06,NA,3160,NA,NA,2394,30635,NA,NA,2234.66,NA,12153.92,19850,NA,NA,5208.99,NA,7900,NA,7624,NA,3555,5629,5262,11055,5299,NA,24999,4198,NA,NA,NA,7900,2394,30635,18780,NA,NA,NA,5629,NA
"1830",2010-04-28,NA,8798,32000,NA,30285,8035,4952,NA,23418,13360,NA,NA,NA,1726.23,8464.09,NA,20625,NA,5800,NA,NA,NA,NA,NA,NA,30300,1364,1515.43,4160,3315,9165.94,5813,2095.82,NA,3120,NA,NA,2361,30100,NA,NA,2218.47,NA,11444.36,19287,NA,NA,4949.98,NA,7861,NA,7402,NA,3550,5555,5020,11025,5220,NA,24100,4194,NA,NA,NA,7861,2361,30100,18530,NA,NA,NA,5555,NA
"1831",2010-04-29,NA,8810,32334,NA,30695,8200,4995,NA,23600,13600,NA,NA,NA,1756.44,8634.17,NA,20680,NA,5849,NA,NA,NA,NA,NA,NA,29950,1360,1520,4170,3330,9334.72,5779,2127.41,NA,3100,NA,NA,2416,29980,NA,NA,2218.47,NA,11661.38,19900,NA,NA,4989.16,NA,7805,NA,7600,NA,3540,5674,5090,10950,5310,NA,23405,4181,NA,NA,NA,7805,2416,29980,18685,NA,NA,NA,5674,NA
"1832",2010-04-30,NA,8510,31745,NA,31149,8350,4950,NA,22940,13800,NA,NA,NA,1763.34,8650.82,NA,21080,NA,5889,NA,NA,NA,NA,NA,NA,30000,1355,1508.57,4170,3315,9287.57,5790,2127.41,NA,3129,NA,NA,2426,30100,NA,NA,2232.76,NA,11479.47,19975,NA,NA,4970.05,NA,7900,NA,7590,NA,3590,5670,5000,11000,5320,NA,23281,4190,NA,NA,NA,7900,2426,30100,18884,NA,NA,NA,5670,NA
"1833",2010-05-03,NA,8650,31800,NA,30812,8390,4940,NA,22400,13780,NA,NA,NA,1757.3,8628.91,NA,21200,NA,5930,NA,NA,NA,NA,NA,NA,30400,1355,1532.57,4240,3350,9287.57,5794,2141.94,NA,3200,NA,NA,2430,30220,NA,NA,2249.9,NA,11387.98,19750,NA,NA,4964.31,NA,8126,NA,7685,NA,3592,5660,4995,11400,5375,NA,23507,4250,NA,NA,NA,8126,2430,30220,18490,NA,NA,NA,5660,NA
"1834",2010-05-04,NA,8187,30110,NA,31020,8250,4950,NA,21383,13499,NA,NA,NA,1725.36,8715.69,NA,20090,NA,5750,NA,NA,NA,NA,NA,NA,29820,1361,1480,4174,3300,9311.14,5780,2100.87,NA,3150,NA,NA,2390,29650,NA,NA,2228,NA,10957.14,18600,NA,NA,4898.36,NA,7991,NA,7700,NA,3592,5500,4937,11510,5281,NA,23875,4270,NA,NA,NA,7991,2390,29650,18271,NA,NA,NA,5500,NA
"1835",2010-05-05,NA,8090,29800,NA,31300,8047,4850,NA,21787,13348,NA,NA,NA,1686.52,8678.87,NA,19590,NA,5652,NA,NA,NA,NA,NA,NA,28850,1316,1477.71,4152,3280,9099.93,5705,2053.49,NA,3073,NA,NA,2372,29000,NA,NA,2176.58,NA,10624.17,18291,NA,NA,4893.59,NA,7865,NA,7550,NA,3595,5530,4970,11290,5220,NA,23732,4090,NA,NA,NA,7865,2372,29000,17998,NA,NA,NA,5530,NA
"1836",2010-05-06,NA,7950,29525,NA,31150,8201,4675,NA,21580,13200,NA,NA,NA,1713.28,8766.54,NA,19397,NA,5610,NA,NA,NA,NA,NA,NA,29343,1322,1474.29,4210,3330,9080.13,5700,2078.76,NA,2983,NA,NA,2347,28800,NA,NA,2166.11,NA,10584.81,18000,NA,NA,4836.24,NA,7851,NA,7455,NA,3572,5501,4901,11190,5260,NA,23700,4178,NA,NA,NA,7851,2347,28800,17950,NA,NA,NA,5501,NA
"1837",2010-05-07,NA,7527,28378,NA,32000,7810,4450,NA,21048,12975,NA,NA,NA,1618.34,8633.29,NA,18600,NA,5200,NA,NA,NA,NA,NA,NA,28200,1285,1360,4125,3250,8858.55,5552,1946.71,NA,2800,NA,NA,2299,27810,NA,NA,2082.32,NA,10021,17400,NA,NA,4474,NA,7559,NA,7250,NA,3530,5339,4500,10850,4938,NA,22947,4026,NA,NA,NA,7559,2299,27810,17650,NA,NA,NA,5339,NA
"1838",2010-05-10,NA,7749,30468,NA,31080,8250,4520,NA,22232,13475,NA,NA,NA,1713.28,8502.67,NA,20000,NA,5640,NA,NA,NA,NA,NA,NA,29299,1320,1445.71,4200,3317,9004.7,5700,2084.45,NA,2936,NA,NA,2400,28570,NA,NA,2174.68,NA,10616.72,18932,NA,NA,4802.79,NA,7730,NA,7600,NA,3680,5410,4839,11285,5261,NA,23000,4185,NA,1435,NA,7730,2400,28570,18100,NA,NA,NA,5410,NA
"1839",2010-05-11,NA,7550,29637,NA,32494,8260,4465,NA,21610,13300,NA,NA,NA,1743.49,9007.62,NA,19537,NA,5435,NA,NA,NA,NA,NA,NA,29000,1306,1436.57,4200,3349,9051.85,5710,2094.56,NA,2837,NA,NA,2371,28225,NA,NA,2247.04,NA,10332.69,18420,NA,NA,4737.79,NA,7880,NA,7695,NA,3680,5450,4800,11850,5450,NA,22993,4280,NA,1330,NA,7880,2371,28225,18600,NA,NA,NA,5450,NA
"1840",2010-05-12,NA,8100,30050,NA,32899,8300,4501,NA,21678,13425,NA,NA,NA,1795.28,9156.65,NA,20800,NA,5744,NA,NA,NA,NA,NA,NA,29950,1383,1520,4300,3430,9169.71,5725,2201.34,NA,2890,NA,NA,2454,28599,NA,NA,2275.6,NA,10590.66,19500,NA,NA,4946.15,NA,8090,NA,7825,NA,3700,5591,5000,12496,5500,NA,23091,4379,NA,1351,NA,8090,2454,28599,18600,NA,NA,NA,5591,NA
"1841",2010-05-13,NA,8197,30180,NA,32599,8295,4464,NA,21932,13350,NA,NA,NA,1769.38,9116.32,NA,20580,NA,5660,NA,NA,NA,NA,NA,NA,30880,1320,1516.57,4220,3300,9032.99,5750,2195.65,NA,2809,NA,NA,2450,28522,NA,NA,2237.52,NA,10584.81,19101,NA,NA,4970.05,NA,8051,NA,7700,NA,3637,5585,4910,12030,5399,NA,22843,4330,NA,1339,NA,8051,2450,28522,18585,NA,NA,NA,5585,NA
"1842",2010-05-14,NA,7829,28881,NA,31845,8132,4381,NA,21090,13000,NA,NA,NA,1717.6,9051.45,NA,19400,NA,5460,NA,NA,NA,NA,NA,NA,30800,1320,1508.57,4215,3240,8816.12,5659,2126.15,NA,2702,NA,NA,2376,28150,NA,NA,2203.24,NA,9999.72,18169,NA,NA,4731.1,NA,7870,NA,7450,NA,3550,5550,4659,11898,5365,NA,22541,4313,NA,1325,NA,7870,2376,28150,18262,NA,NA,NA,5550,NA
"1843",2010-05-17,NA,7865,28815,NA,32290,8074,4460,NA,20929,13075,NA,NA,NA,1702.06,9073.37,NA,19675,NA,5405,NA,NA,NA,NA,NA,NA,30000,1338,1481.14,4134,3225,8742.57,5650,2116.67,NA,2790,NA,NA,2400,28199,NA,NA,2179.44,NA,10084.82,18399,NA,NA,4731.1,NA,7780,NA,7450,NA,3541,5800,4700,12099,5400,NA,22390,4302,NA,1336,NA,7780,2400,28199,18120,NA,NA,NA,5800,NA
"1844",2010-05-18,NA,8100,28905,NA,32159,8090,4600,NA,21150,13155,NA,NA,NA,1739.17,8870.86,NA,19520,NA,5530,NA,NA,NA,NA,NA,NA,30800,1320,1501.71,4160,3244,8875.52,5626,2157.74,NA,2800,NA,NA,2455,28500,NA,NA,2213.71,NA,10265.67,18400,NA,NA,4778.89,NA,7800,NA,7500,NA,3555,5955,4846,12100,5485,NA,22229,4252,NA,1283,NA,7800,2455,28500,17800,NA,NA,NA,5955,NA
"1845",2010-05-19,NA,8150,28125,NA,31820,8019,4560,NA,20629,13140,NA,NA,NA,1726.23,8766.54,NA,18720,NA,5471,NA,NA,NA,NA,NA,NA,30000,1354,1474.29,4114,3214,8721.83,5600,2173.54,NA,2786,NA,NA,2390,28010,NA,NA,2189.91,NA,9999.72,17673,NA,NA,4893.59,NA,7745,NA,7345,NA,3530,6050,4850,11809,5457,NA,22650,4310,NA,1283,NA,7745,2390,28010,17700,NA,NA,NA,6050,NA
"1846",2010-05-20,NA,7750,27336,NA,31400,7656,4488,NA,20124,12500,NA,NA,NA,1639.92,8924.34,NA,18000,NA,5345,NA,NA,NA,NA,NA,NA,28800,1312,1440,4035,3160,8580.4,5508,2068.02,NA,2650,NA,NA,2335,27300,NA,NA,2123.26,NA,9532.18,16805,NA,NA,4616.41,NA,7510,NA,7015,NA,3480,5881,4573,11500,5260,NA,22599,4173,NA,1260,NA,7510,2335,27300,17360,NA,NA,NA,5881,NA
"1847",2010-05-21,NA,7900,28135,NA,30810,7400,4450,NA,20510,12265,NA,NA,NA,1652.86,8719.2,NA,17800,NA,5241,NA,NA,NA,NA,NA,NA,28400,1279,1418.29,4012,3092,8657.71,5465,2067.39,NA,2685,NA,NA,2306,27270,NA,NA,2066.13,NA,9810.9,16850,NA,NA,4501.72,NA,7350,NA,6890,NA,3478,5940,4509,11260,5170,NA,22500,4116,NA,1235,NA,7350,2306,27270,17148,NA,NA,NA,5940,NA
"1848",2010-05-24,NA,7825,28542,NA,30875,7700,4480,NA,20560,12540,NA,NA,NA,1691.7,8768.29,NA,18600,NA,5350,NA,NA,NA,NA,NA,NA,29401,1303,1434.29,4062,3122,8839.69,5500,2160.9,NA,2783,NA,NA,2385,27504,NA,NA,2113.74,NA,9818.34,17186,NA,NA,4515.1,NA,7573,NA,7050,NA,3458,6068,4495,11490,5340,NA,22700,4181,NA,1235,NA,7573,2385,27504,17300,NA,NA,NA,6068,NA
"1849",2010-05-25,NA,7600,28155,NA,31861,7590,4460,NA,20100,12230,NA,NA,NA,1639.92,8995.35,NA,17930,NA,5170,NA,NA,NA,NA,NA,NA,28025,1280,1382.86,4000,3061,8636.97,5430,2085.08,NA,2725,NA,NA,2300,26872,NA,NA,2075.65,NA,9554.52,16400,NA,NA,4348.79,NA,7500,NA,6900,NA,3400,5970,4349,11200,5103,NA,22425,4100,NA,1170,NA,7500,2300,26872,16920,NA,NA,NA,5970,NA
"1850",2010-05-26,NA,7850,28919,NA,33699,7881,4550,NA,20784,13100,NA,NA,NA,1688.25,9248.7,NA,18701,NA,5350,NA,NA,NA,NA,NA,NA,30000,1330,1394.29,4119,3200,9192.34,5500,2174.17,NA,2869,NA,NA,2290,27449,NA,NA,2147.06,NA,9919.94,17149,NA,NA,4511.27,NA,7858,NA,6885,NA,3480,6035,4501,11363,5300,NA,22374,4260,NA,1167,NA,7858,2290,27449,17197,NA,NA,NA,6035,NA
"1851",2010-05-27,NA,8000,29861,NA,32689,8100,4692,NA,21549,13070,NA,NA,NA,1700.33,9204.87,NA,19625,NA,5489,NA,NA,NA,NA,NA,NA,29950,1367,1443.43,4174,3189,9146.14,5560,2192.49,NA,2905,NA,NA,2368,27700,NA,NA,2161.35,NA,10189.08,17500,NA,NA,4635.53,NA,7890,NA,7100,NA,3496,6211,4662,11613,5395,NA,22540,4400,NA,1200,NA,7890,2368,27700,17434,NA,NA,NA,6211,NA
"1852",2010-05-28,NA,7999,29400,NA,31994,7995,4570,NA,21123,13077,NA,NA,NA,1691.7,9161.03,NA,19270,NA,5400,NA,NA,NA,NA,NA,NA,30000,1358,1432,4190,3230,9089.56,5520,2156.48,NA,2885,NA,NA,2365,27550,NA,NA,2204.19,NA,9940.68,17400,NA,NA,4592.52,NA,7900,NA,7152,NA,3500,6250,4624,11740,5450,NA,22519,4522,NA,1160,NA,7900,2365,27550,17500,NA,NA,NA,6250,NA
"1853",2010-05-31,NA,7930,29100,NA,32799,7920,4622,NA,20800,13233,NA,NA,NA,1677.89,9445.07,NA,19152,NA,5320,NA,NA,NA,NA,NA,NA,30130,1340,1417.14,4215,3200,9065.99,5525,2131.83,NA,2900,NA,NA,2361,27978,NA,NA,2204.19,NA,10008.76,17493,NA,NA,4492.16,NA,7821,NA,7062,NA,3500,6210,4590,11820,5436,NA,22598,4479,NA,1175,NA,7821,2361,27978,17600,NA,NA,NA,6210,NA
"1854",2010-06-01,NA,7999,29784,NA,32778,8000,4506,NA,21140,13050,NA,NA,NA,1677.89,9495.04,NA,19200,NA,5476,NA,NA,NA,NA,NA,NA,29933,1315,1451.43,4211,3206,8958.5,5535,2097.72,NA,2935,NA,NA,2305,27625,NA,NA,2180.39,NA,10077.38,17250,NA,NA,4621.19,NA,7954,NA,7000,NA,3470,6168,4640,11734,5415,NA,23602,4425,NA,1171,NA,7954,2305,27625,17600,NA,NA,NA,6168,NA
"1855",2010-06-02,NA,8011,29041,NA,32472,7839,4465,NA,20810,13388,NA,NA,NA,1722.77,9292.53,NA,19385,NA,5510,NA,NA,NA,NA,NA,NA,29751,1309,1446.86,4248,3194,9069.76,5600,2129.31,NA,2926,NA,NA,2330,27874,NA,NA,2247.04,NA,9946,17250,NA,NA,4484.51,NA,8000,NA,7185,NA,3469,6150,4510,11930,5539,NA,23799,4550,NA,1157,NA,8000,2330,27874,17600,NA,NA,NA,6150,NA
"1856",2010-06-03,NA,7752,29337,NA,32510,7848,4479,NA,20741,13049,NA,NA,NA,1670.99,9244.32,NA,19170,NA,5600,NA,NA,NA,NA,NA,NA,29492,1300,1460.57,4255,3187,8910.41,5574,2088.24,NA,2915,NA,NA,2326,28046,NA,NA,2285.12,NA,9930.57,17450,NA,NA,4444.37,NA,7950,NA,7245,NA,3455,6000,4500,11761,5390,NA,24015,4565,NA,1170,NA,7950,2326,28046,17477,NA,NA,NA,6000,NA
"1857",2010-06-04,NA,7688,28321,NA,32210,7580,4368,NA,20095,12650,NA,NA,NA,1645.09,9134.73,NA,18250,NA,5384,NA,NA,NA,NA,NA,NA,28700,1268,1421.71,4274,3124,8814.23,5475,2034.53,NA,2990,NA,NA,2300,27300,NA,NA,2247.99,NA,9574.2,17180,NA,NA,4348.79,NA,7882,NA,7000,NA,3400,5950,4450,11645,5350,NA,23959,4450,NA,1165,NA,7882,2300,27300,17350,NA,NA,NA,5950,NA
"1858",2010-06-07,NA,7475,27657,NA,32900,7570,4240,NA,19550,12400,NA,NA,NA,1605.39,9204.87,NA,17800,NA,5326,NA,NA,NA,NA,NA,NA,28875,1250,1400,4121,3065,8655.83,5484,1971.35,NA,2950,NA,NA,2241,26981,NA,NA,2244.18,NA,9242.83,16200,NA,NA,4329.68,NA,7852,NA,6850,NA,3350,5970,4400,11744,5275,NA,24070,4355,NA,1146,NA,7852,2241,26981,17130,NA,NA,NA,5970,NA
"1859",2010-06-08,NA,7476,27430,NA,33280,7600,4250,NA,19600,12400,NA,NA,NA,1558.78,9208.37,NA,17907,NA,5200,NA,NA,NA,NA,NA,NA,27985,1265,1357.71,4105,3105,8627.54,5431,1897.42,NA,2915,NA,NA,2200,26900,NA,NA,2257.51,NA,9146.55,15845,NA,NA,4205.43,NA,7800,NA,6850,NA,3320,5900,4280,11469,5250,NA,23750,4392,NA,1137,NA,7800,2200,26900,17101,NA,NA,NA,5900,NA
"1860",2010-06-09,NA,7788,28457,NA,32800,7885,4255,NA,20365,12545,NA,NA,NA,1609.71,9161.03,NA,18600,NA,5371,NA,NA,NA,NA,NA,NA,28050,1273,1388.57,4150,3137,8841.58,5512,1927.12,NA,2988,NA,NA,2270,27500,NA,NA,2313.69,NA,9361.44,16300,NA,NA,4381.29,NA,7790,NA,7020,NA,3350,6007,4380,11899,5303,NA,24115,4500,NA,1158,1350,7790,2270,27500,17443,NA,NA,NA,6007,NA
"1861",2010-06-10,NA,7900,29542,NA,32670,7970,4284,NA,21200,12744,NA,NA,NA,1639.05,9117.2,NA,18595,NA,5480,NA,NA,NA,NA,NA,NA,26920,1290,1413.71,4199,3179,8918.9,5650,1982.72,NA,2990,NA,NA,2300,27789,NA,NA,2347.96,NA,9677.39,17283,NA,NA,4492.16,NA,7900,NA,6953,NA,3370,6125,4530,11891,5370,NA,24296,4550,NA,1192,1350,7900,2300,27789,17506,NA,NA,NA,6125,NA
"1862",2010-06-11,NA,7780,28769,NA,32418,7883,4300,NA,21007,12530,NA,NA,NA,1602.8,9033.92,NA,18450,NA,5426,NA,NA,NA,NA,NA,NA,26940,1275,1394.29,4262,3134,8815.18,5650,1942.91,NA,3040,NA,NA,2281,27425,NA,NA,2375.58,NA,9406.65,16926,NA,NA,4492.16,NA,8082,NA,7020,NA,3344,6062,4599,11900,5450,NA,24196,4638,NA,1199,1360,8082,2281,27425,17450,NA,NA,NA,6062,NA
"1863",2010-06-14,NA,7890,29979,NA,32695,7991,4424,NA,21695,12800,NA,NA,NA,1639.92,9056.71,NA,18940,NA,5510,NA,NA,NA,NA,NA,NA,27300,1280,1433.14,4287,3175,8995.27,5790,2044.01,NA,3065,NA,NA,2320,28548,NA,NA,2380.34,NA,9765.68,17292,NA,NA,4587.74,NA,8300,NA,7124,NA,3357,6200,4651,11850,5400,NA,24530,4606,NA,1200,1375,8300,2320,28548,17500,NA,NA,NA,6200,NA
"1864",2010-06-15,NA,7975,30376,NA,32905,8194,4425,NA,21738,13000,NA,NA,NA,1674.44,9089.15,NA,19520,NA,5585,NA,NA,NA,NA,NA,NA,27150,1311,1451.43,4360,3250,9217.8,5702,2066.12,NA,3070,NA,NA,2377,28750,NA,NA,2380.34,NA,9839.62,17524,NA,NA,4587.74,NA,8370,NA,7422,NA,3399,6320,4640,11975,5500,NA,24600,4740,NA,1186,1390,8370,2377,28750,17755,NA,NA,NA,6320,NA
"1865",2010-06-17,NA,8089,30078,NA,33700,8158,4365,NA,21520,13055,NA,NA,NA,1697.74,9345.13,NA,19800,NA,5472,NA,NA,NA,NA,NA,NA,27225,1321,1456,4406,3323,9197.05,5750,2081.92,NA,3052,NA,NA,2401,29000,NA,NA,2466.03,NA,9743.34,17750,NA,NA,4731.1,NA,8459,NA,7449,NA,3400,6380,4700,12140,5571,NA,24583,4835,NA,1195,1390,8459,2401,29000,17624,NA,NA,NA,6380,NA
"1866",2010-06-18,NA,7810,29683,NA,33900,8195,4375,NA,21685,13129,NA,NA,NA,1635.6,9234.67,NA,19216,NA,5550,NA,NA,NA,NA,NA,NA,28000,1341,1459.43,4500,3335,9316.8,5700,2075.6,NA,3040,NA,NA,2380,28570,NA,NA,2404.14,NA,9893.34,17869,NA,NA,4659.42,NA,8390,NA,7584,NA,3450,6349,4740,12399,5641,NA,24180,4859,NA,1170,1375,8390,2380,28570,17750,NA,NA,NA,6349,NA
"1867",2010-06-21,NA,7950,30120,NA,33575,8080,4484,NA,22434,13139,NA,NA,NA,1638.19,9051.45,NA,19900,NA,5550,NA,NA,NA,NA,NA,NA,27850,1337,1457.14,4450,3337,9287.57,5800,2071.18,NA,3090,NA,NA,2394,29600,NA,NA,2445.08,NA,10088.02,17955,NA,NA,4731.1,NA,8400,NA,7613,NA,3479,6390,4810,12355,5620,NA,24000,4770,NA,1179,1375,8400,2394,29600,17700,NA,NA,NA,6390,NA
"1868",2010-06-22,NA,7900,30070,NA,33580,7887,4315,NA,22255,12900,NA,NA,NA,1672.71,8985.7,NA,19640,NA,5550,NA,NA,NA,NA,NA,NA,26295,1307,1436.57,4500,3295,9245.14,5885,2085.08,NA,3060,NA,NA,2400,29050,NA,NA,2433.66,NA,10044.93,17700,NA,NA,4688.09,NA,8454,NA,7515,NA,3450,6340,4785,12331,5750,NA,24230,4737,NA,1167,1390,8454,2400,29050,17500,NA,NA,NA,6340,NA
"1869",2010-06-23,NA,7890,29533,NA,33200,7850,4319,NA,21921,12870,NA,NA,NA,1639.92,8985.7,NA,19170,NA,5410,NA,NA,NA,NA,NA,NA,26500,1333,1420.57,4485,3300,9136.71,5788,2078.13,NA,3048,NA,NA,2410,28749,NA,NA,2429.85,NA,9807.17,17300,NA,NA,4563.84,NA,8406,NA,7551,NA,3498,6219,4660,12500,5699,NA,24260,4695,NA,1182,1370,8406,2410,28749,17500,NA,NA,NA,6219,NA
"1870",2010-06-24,NA,7850,29050,NA,33594,7798,4360,NA,21900,12807,NA,NA,NA,1639.92,9030.41,NA,18730,NA,5460,NA,NA,NA,NA,NA,NA,26400,1309,1419.43,4490,3287,9196.11,5755,2047.17,NA,3060,NA,NA,2397,28250,NA,NA,2408.9,NA,9627.39,17291,NA,NA,4611.63,NA,8300,NA,7511,NA,3499,6100,4680,12298,5546,NA,24221,4700,NA,1185,1385,8300,2397,28250,17450,NA,NA,NA,6100,NA
"1871",2010-06-25,NA,7800,28381,NA,33685,7840,4285,NA,21350,12845,NA,NA,NA,1627.83,9161.03,NA,18790,NA,5424,NA,NA,NA,NA,NA,NA,26200,1315,1403.43,4490,3258,9268.71,5772,2072.44,NA,3040,NA,NA,2400,28260,NA,NA,2399.38,NA,9317.29,16822,NA,NA,4480.69,NA,8465,NA,7517,NA,3500,6179,4555,12200,5575,NA,24281,4615,NA,1195,1390,8465,2400,28260,17449,NA,NA,NA,6179,NA
