"","Date","ABI SJ","ABL SJ","ACL SJ","AEG SJ","AGL SJ","AMS SJ","ANG SJ","AOD SJ","APN SJ","ARI SJ","ASR SJ","AVG SJ","BAW SJ","BGA SJ","BIL SJ","BTI SJ","BVT SJ","CCO SJ","CFR SJ","CRH SJ","CRN SJ","DDT SJ","DRD SJ","DSY SJ","ECO SJ","EXX SJ","FSR SJ","GFI SJ","GRT SJ","HAR SJ","IMP SJ","INL SJ","INP SJ","IPL SJ","ITU SJ","JDG SJ","JNC SJ","KIO SJ","LBH SJ","LGL SJ","LHC SJ","LON SJ","MDC SJ","MND SJ","MNP SJ","MPC SJ","MSM SJ","MTN SJ","MUR SJ","NED SJ","NPK SJ","NPN SJ","NTC SJ","OML SJ","PIK SJ","PPC SJ","REI SJ","REM SJ","RLO SJ","RMH SJ","SAB SJ","SAP SJ","SBK SJ","SHF SJ","SHP SJ","SLM SJ","SOL SJ","TBS SJ","TKG SJ","TRU SJ","VNF SJ","VOD SJ","WHL SJ"
"1",2003-01-02,4880,NA,13078,NA,26924.34,755.77,2965.51,8100,NA,NA,NA,NA,838.11,591.5,10140.26,NA,6793.75,NA,2300,534.23,451.21,394,3286.96,NA,NA,2350,312,1377.14,NA,1099.74,2051.56,1966,647.01,6010,7346.45,NA,294.63,NA,NA,4396.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,1421,NA,NA,715.05,NA,NA,NA,660,NA,NA,600,722.98,NA,NA,NA,769,10500,4396.22,NA,NA,1750,NA,NA
"2",2003-01-03,4880,NA,12975.02,NA,27523.49,751.84,2980.31,8200,NA,NA,NA,NA,838.11,597.15,10344.52,NA,6825,NA,2320,534.23,451.65,394,3311.68,NA,NA,2400,313,1400,NA,1100.82,2047.26,1970,659.01,6005,7281.43,NA,295.22,NA,NA,4402.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,1458,NA,NA,715.05,NA,NA,NA,651,NA,NA,595,722.98,NA,NA,NA,768,10400,4402.33,NA,NA,1775,NA,NA
"3",2003-01-06,4880,NA,12717.58,NA,28763.92,737.1,2985.25,8340,NA,NA,NA,NA,834.3,593.11,10879.28,NA,7062.5,NA,2305,534.23,451.21,384,3519.27,NA,NA,2400,308,1369.14,NA,991.82,2052.23,1970,656.48,6059,7281.43,NA,298.19,NA,NA,4292.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1418,NA,NA,714.09,NA,NA,NA,650,NA,NA,595,724.82,NA,NA,NA,758,10270,4292.42,NA,NA,1760,NA,NA
"4",2003-01-07,4925,NA,12913.24,NA,27991.57,751.84,2990.18,8480,NA,NA,NA,NA,833.29,605.22,10423.42,NA,7187.5,NA,2310,534.23,450.33,400,3459.96,NA,NA,2421,315,1389.71,NA,982.11,2078.71,2000,663.43,6201,7502.48,NA,300.46,NA,NA,4292.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1425,NA,NA,696.69,NA,NA,NA,670,NA,NA,600,729.41,NA,NA,NA,768,10400,4292.42,NA,NA,1755,NA,NA
"5",2003-01-08,4881,NA,12972.96,NA,28085.19,742.01,2960.58,8400,NA,NA,NA,NA,848.02,604.41,10345.39,NA,7312.5,NA,2272,534.75,449.45,398,3430.3,NA,NA,2515,310,1397.71,NA,986.96,2120.08,1995,666.59,6125,7671.51,NA,298.84,NA,NA,4243.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1413,NA,NA,715.05,NA,NA,NA,670,NA,NA,595,733.99,NA,NA,NA,770,10300,4243.58,NA,NA,1725,NA,NA
"6",2003-01-09,4881,NA,12923.53,NA,28086.13,746.93,2977.85,8651,NA,NA,NA,NA,853.35,589.89,10354.16,NA,7487.5,NA,2260,534.75,449.02,395,3430.3,NA,NA,2600,309,1384,NA,991.82,2138.29,1990,660.27,6070,7671.51,NA,305.64,NA,NA,4274.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,1385,NA,NA,715.05,NA,NA,NA,671,NA,NA,594,734.91,NA,NA,NA,760,10199,4274.11,NA,NA,1732,NA,NA
"7",2003-01-10,4900,NA,12666.09,NA,28090.81,746.93,2997.58,9300,NA,NA,NA,NA,853.35,597.15,10520.72,NA,7075,NA,2260,542.05,451.21,388,3504.45,NA,NA,2530,315,1405.71,NA,992.9,2153.18,2000,655.85,6010,7678.01,NA,313.41,NA,NA,4231.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1386,NA,NA,719.88,NA,NA,NA,675,NA,NA,595,734.91,NA,NA,NA,770,10000,4231.36,NA,NA,1737,NA,NA
"8",2003-01-13,4950,NA,13335.44,NA,28562.64,742.01,2856.96,9000,NA,NA,NA,NA,860.97,605.22,10573.32,NA,7275,NA,2259,534.75,451.21,400,3469.85,NA,NA,2529,310,1450.29,NA,1001.53,2151.53,2000,660.27,6055,8159.11,NA,330.25,NA,NA,4213.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1408,NA,NA,724.72,NA,NA,NA,671,NA,NA,585,734.91,NA,NA,NA,757,10341,4213.05,NA,NA,1775,NA,NA
"9",2003-01-14,4980,NA,13403.4,NA,29208.6,743,2856.96,9050,NA,NA,NA,NA,863.51,619.74,10778.46,NA,7250,NA,2260,542.05,455.59,401,3608.24,NA,NA,2505,311,1480,NA,1009.09,2197.87,2000,678.6,6180,8191.61,NA,338.67,NA,NA,4200.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,1405,NA,NA,724.72,NA,NA,NA,665,NA,NA,600,733.99,NA,NA,NA,768,10140,4200.84,NA,NA,1780,NA,NA
"10",2003-01-15,4910,NA,13551.69,NA,28132,742.01,2861.89,8950,NA,NA,NA,NA,856.4,619.74,10191.98,NA,7500,NA,2280,544.13,464.35,403,3380.88,NA,NA,2549,311,1474.29,NA,1009.63,2184.63,1999,682.39,6061,8172.11,NA,343.2,NA,NA,4213.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,1420,NA,NA,719.88,NA,NA,NA,665,NA,NA,595,738.58,NA,NA,NA,769,10430,4213.05,NA,NA,1805,NA,NA
"11",2003-01-16,4880,NA,13479.61,NA,27944.76,749.88,2836.73,9000,NA,NA,NA,NA,856.4,605.22,10256.85,NA,7387.5,NA,2200,547.26,459.97,400,3410.53,NA,NA,2565,314,1432,NA,1014.48,2127.36,2000,675.44,6153,8185.11,NA,336.72,NA,NA,4211.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,1380,NA,NA,715.05,NA,NA,NA,667,NA,NA,600,738.58,NA,NA,NA,750,10560,4211.21,NA,NA,1805,NA,NA
"12",2003-01-17,4880,NA,13747.35,NA,29489.45,751.84,2763.21,8950,NA,NA,NA,NA,840.65,602.8,10739.89,NA,7428.13,NA,2280,547.26,459.97,385,3558.82,NA,NA,2565,313,1405.71,NA,1014.48,2108.5,2000,660.27,6110,8191.61,NA,323.77,NA,NA,4164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1375,NA,NA,710.22,NA,NA,NA,660,NA,NA,595,733.99,NA,NA,NA,760,10300,4164.2,NA,NA,1800,NA,NA
"13",2003-01-20,4905,NA,13644.37,NA,29442.64,742.01,2812.55,8800,NA,NA,NA,NA,863.51,613.29,10606.64,NA,7437.5,NA,2240,547.26,459.97,390,3409.54,NA,NA,2565,312,1390.86,NA,1014.48,2125.05,1900,669.75,6115,8321.64,NA,327.01,NA,NA,4213.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1390,NA,NA,700.56,NA,NA,NA,660,NA,NA,595,733.99,NA,NA,NA,765,10295,4213.05,NA,NA,1825,NA,NA
"14",2003-01-21,4901,NA,13767.94,NA,28693.7,746.93,2810.08,8600,NA,NA,NA,NA,869.86,602.8,10432.18,NA,7625,NA,2320,552.37,464.35,385,3390.76,NA,NA,2600,312,1400,NA,1014.48,2118.43,1885,669.75,6150,8256.63,NA,330.96,NA,NA,4213.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1381,NA,NA,695.73,NA,NA,NA,670,NA,NA,596,729.41,NA,NA,NA,760,10100,4213.05,NA,NA,1786,NA,NA
"15",2003-01-22,4930,NA,13644.37,NA,29489.45,756.76,2792.81,8800,NA,NA,NA,NA,869.35,589.08,10809.14,NA,7625,NA,2320,549.87,464.35,376,3559.8,NA,NA,2580,312,1377.14,NA,1014.48,2085.33,1870,657.12,6060,8234.52,NA,317.36,NA,NA,4194.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1410,NA,NA,666.74,NA,NA,NA,665,NA,NA,600,733.99,NA,NA,NA,754,9950,4194.73,NA,NA,1740,NA,NA
"16",2003-01-23,4920,NA,13313.82,NA,29723.49,756.76,2694.13,8950,NA,NA,NA,NA,859.7,585.85,10959.05,NA,7387.5,NA,2240,547.78,464.35,372,3628.02,NA,NA,2550,311,1348.57,NA,1025.28,2055.54,1833,650.8,5905,8159.11,NA,314.77,NA,NA,4151.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1376,NA,NA,686.06,NA,NA,NA,660,NA,NA,595,720.23,NA,NA,NA,750,9651,4151.99,NA,NA,1720,NA,NA
"17",2003-01-24,4800,NA,13078,NA,30519.24,756.76,2647.74,8900,NA,NA,NA,NA,833.03,572.94,11307.96,NA,7262.5,NA,2204,547.26,460.06,370,3613.19,NA,NA,2530,308,1314.29,NA,1025.28,2035.01,1800,639.42,5821,8224.12,NA,320.86,NA,NA,4090.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,1360,NA,NA,688,NA,NA,NA,640,NA,NA,590,724.82,NA,NA,NA,750,9450,4090.93,NA,NA,1700,NA,NA
"18",2003-01-27,4800,NA,12763.92,NA,30743.92,756.76,2551.03,9300,NA,NA,NA,NA,788.84,556.8,11221.17,NA,7100,NA,2090.2,542.05,454.27,365,3608.24,NA,NA,2499,308,1314.29,NA,992.9,1982.71,1800,614.15,5700,8126.6,NA,316.07,NA,NA,3999.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,1315,NA,NA,676.4,NA,NA,NA,615,NA,NA,570,725.74,NA,NA,NA,726,9520,3999.95,NA,NA,1685,NA,NA
"19",2003-01-28,4750,NA,12892.64,NA,30097.96,750.86,2590.51,9100,NA,NA,NA,NA,792.14,560.03,10826.68,NA,7112.5,NA,2120,534.23,449.45,375,3537.07,NA,NA,2465,306,1300.57,NA,971.31,1985.69,1800,622.36,5580,8185.11,NA,323.71,NA,NA,3977.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1300,NA,NA,690.9,NA,NA,NA,615,NA,NA,555,726.65,NA,NA,NA,723,9520,3977.97,NA,NA,1665,NA,NA
"20",2003-01-29,4750,NA,12769.07,NA,29583.07,756.76,2627.51,9000,NA,NA,NA,NA,789.86,560.84,10607.51,NA,7125,NA,2090,531.62,446.83,379,3509.39,NA,NA,2400,300,1291.43,NA,976.71,1949.95,1800,621.73,5510,8003.08,NA,321.31,NA,NA,3968.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,1310,NA,NA,686.06,NA,NA,NA,615,NA,NA,545,729.41,NA,NA,NA,730,9360,3968.81,NA,NA,1630,NA,NA
"21",2003-01-30,4701,NA,12506.48,NA,28506.47,756.76,2706.46,8500,NA,NA,NA,NA,800.01,576.97,9923.72,NA,7337.5,NA,2102,531.62,448.58,366,3361.1,NA,NA,2400,304,1320,NA,982.11,1952.92,1820,638.16,5600,8029.08,NA,324.55,NA,NA,3984.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,1280,NA,NA,686.06,NA,NA,NA,640,NA,NA,560,733.99,NA,NA,NA,745,9345,3984.08,NA,NA,1660,NA,NA
"22",2003-01-31,4700,NA,12202.7,NA,28085.19,756.76,2689.19,8365,NA,NA,NA,NA,800.01,576.97,9757.16,NA,7387.5,NA,2020,531.62,449.02,350,3301.79,NA,NA,2400,306,1323.43,NA,977.79,1962.85,1855,641.32,5550,7687.76,NA,321.51,NA,NA,3941.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,1290,NA,NA,676.4,NA,NA,NA,635,NA,NA,560,733.99,NA,NA,NA,735,9070,3941.34,NA,NA,1640,NA,NA
"23",2003-02-03,4600,NA,12418.95,NA,27921.36,756.76,2728.67,8230,NA,NA,NA,NA,825.41,589.89,9643.19,NA,7500,NA,2061,542.05,449.02,339,3311.68,NA,NA,2330,302,1342.86,NA,987.61,1969.14,1855,647.01,5500,7411.46,NA,324.16,NA,NA,4005.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,1336,NA,NA,676.4,NA,NA,NA,620,NA,NA,560,733.99,NA,NA,NA,736,9010,4005.45,NA,NA,1673,NA,NA
"24",2003-02-04,4605,NA,12460.14,NA,28085.19,756.76,2689.19,8305,NA,NA,NA,NA,812.71,583.43,9293.41,NA,7625,NA,1982,531.62,448.58,325,3390.76,NA,NA,2329,301,1344,NA,1003.69,1930.09,1889,645.11,5430,7093.55,NA,322.15,NA,NA,3907.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,1355,NA,NA,676.4,NA,NA,NA,630,NA,NA,565,743.17,NA,NA,NA,725,8730,3907.75,NA,NA,1650,NA,NA
"25",2003-02-05,4700,NA,12563.12,NA,28553.28,753.81,2694.62,8400,NA,NA,NA,NA,838.11,587.46,9993.86,NA,7750,NA,1970,537.88,455.15,333,3484.67,NA,NA,2320,300,1366.86,NA,987.61,1969.47,1889,650.8,5425,7282.08,NA,323.77,NA,NA,3999.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,1360,NA,NA,676.4,NA,NA,NA,620,NA,NA,545,756.93,NA,NA,NA,724,8570,3999.34,NA,NA,1735,NA,NA
"26",2003-02-06,4750,NA,12681.54,NA,27055.4,756.76,2713.37,8100,NA,NA,NA,NA,837.86,595.53,9437.18,NA,7906.25,NA,1980,545.18,459.97,325,3341.33,NA,NA,2321,301,1349.71,NA,1003.69,1962.85,1850,653.32,5249,7336.69,NA,331.87,NA,NA,3968.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1363,NA,NA,676.4,NA,NA,NA,615,NA,NA,540,756.93,NA,NA,NA,730,8679,3968.81,NA,NA,1684,NA,NA
"27",2003-02-07,4780,NA,12897.79,NA,26212.84,754.79,2713.37,8250,NA,NA,NA,NA,863.51,597.15,9204.87,NA,7474.38,NA,1930,552.47,464.35,325,3262.25,NA,NA,2300,300,1347.43,NA,1003.69,1938.03,1820,660.27,5198,7417.96,NA,333.48,NA,NA,3984.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1355,NA,NA,676.4,NA,NA,NA,630,NA,NA,550,733.99,NA,NA,NA,728,8650,3984.08,NA,NA,1630,NA,NA
"28",2003-02-10,4780,NA,12718.61,NA,25426.46,755.77,2713.86,8200,NA,NA,NA,NA,852.08,597.15,9047.07,NA,7437.5,NA,1830,547.36,464.35,320,3311.68,NA,NA,2297,298,1342.86,NA,1003.69,1943.33,1800,660.27,5234,7332.79,NA,330.31,NA,NA,3965.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,1331,NA,NA,705.39,NA,NA,NA,630,NA,NA,545,733.99,NA,NA,NA,730,8830,3965.76,NA,NA,1630,NA,NA
"29",2003-02-11,4813,NA,12841.15,NA,25370.29,737.1,2738.53,8100,NA,NA,NA,NA,861.48,598.76,8898.04,NA,7325,NA,1810,552.58,459.88,316,3133.74,NA,NA,2316,298,1337.14,NA,1003.69,1961.2,1811,660.27,5220,7453.72,NA,332.51,NA,NA,3968.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,1335,NA,NA,705.39,NA,NA,NA,630,NA,NA,550,733.99,NA,NA,NA,724,8900,3968.81,NA,NA,1640,NA,NA
"30",2003-02-12,4830,NA,12542.52,NA,25276.67,738.08,2747.42,8000,NA,NA,NA,NA,837.86,597.15,8941.87,NA,7125,NA,1820,547.26,459.97,310,3133.74,NA,NA,2350,290,1337.14,NA,992.9,1959.54,1790,647.64,5089,7463.47,NA,331.35,NA,NA,3968.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1289,NA,NA,686.06,NA,NA,NA,630,NA,NA,540,734.91,NA,NA,NA,722,8830,3968.81,NA,NA,1631,NA,NA
"31",2003-02-13,4800,NA,12192.4,NA,25276.67,733.17,2708.93,7610,NA,NA,NA,NA,815.25,597.15,9118.08,NA,6875,NA,1780,573.32,464.35,300,3133.74,NA,NA,2325,290,1285.71,NA,982.11,1903.27,1785,647.64,5045,7398.46,NA,329.21,NA,NA,3953.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1274,NA,NA,695.73,NA,NA,NA,630,NA,NA,540,733.99,NA,NA,NA,723,8670,3953.55,NA,NA,1641,NA,NA
"32",2003-02-14,4825,NA,12182.1,NA,25744.76,751.84,2701.53,7625,NA,NA,NA,NA,815.25,593.11,9380.2,NA,6812.5,NA,1780,547.26,464.35,295,3163.39,NA,NA,2340,292,1314.29,NA,982.11,1919.82,1780,650.17,5200,7346.45,NA,328.17,NA,NA,3907.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,1275,NA,NA,695.73,NA,NA,NA,620,NA,NA,530,737.66,NA,NA,NA,740,8700,3907.75,NA,NA,1685,NA,NA
"33",2003-02-17,4900,NA,12434.4,NA,24995.82,722.36,2738.53,7650,NA,NA,NA,NA,824.14,600.38,9177.69,NA,6887.5,NA,1738,562.9,466.54,295,3064.54,NA,NA,2364,290,1360,NA,982.11,1942.99,1800,649.53,5061,7476.47,NA,339.31,NA,NA,3904.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,1300,NA,NA,690.9,NA,NA,NA,630,NA,NA,540,738.58,NA,NA,NA,742,8911,3904.09,NA,NA,1699,NA,NA
"34",2003-02-18,4874,NA,12305.68,NA,24714.97,707.62,2725.21,7600,NA,NA,NA,NA,827.95,601.18,8898.04,NA,6662.75,NA,1660,547.26,459.97,290,2995.34,NA,NA,2351,291,1337.14,NA,982.65,1931.41,1800,651.43,5070,7489.47,NA,339.31,NA,NA,3901.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,1290,NA,NA,690.9,NA,NA,NA,630,NA,NA,545,733.99,NA,NA,NA,756,8920,3901.65,NA,NA,1695,NA,NA
"35",2003-02-19,4825,NA,12223.3,NA,25183.05,707.62,2713.86,7651,NA,NA,NA,NA,822.87,591.5,9117.2,NA,6562.5,NA,1580,536.84,455.59,286,3064.54,NA,NA,2360,290,1325.71,NA,987.5,1916.51,1801,641.32,4995,7436.81,NA,336.72,NA,NA,3852.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,1282,NA,NA,695.73,NA,NA,NA,630,NA,NA,500,733.99,NA,NA,NA,736,8800,3852.8,NA,NA,1660,NA,NA
"36",2003-02-20,4820,NA,11842.28,NA,25557.52,707.62,2664.52,8000,NA,NA,NA,NA,820.33,580.2,9203.99,NA,6250,NA,1640,542.05,455.5,282,3039.82,NA,NA,2323,296,1280,NA,987.5,1904.93,1840,644.48,4880,7281.43,NA,336.72,NA,NA,3840.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,1286,NA,NA,696.69,NA,NA,NA,630,NA,NA,520,733.99,NA,NA,NA,728,8900,3840.59,NA,NA,1649,NA,NA
"37",2003-02-21,4900,NA,11850.52,NA,25371.22,702.7,2664.52,8000,NA,NA,NA,NA,833.03,581.01,9196.1,NA,6500,NA,1719,542.05,473.11,280,3059.59,NA,NA,2305,300,1312,NA,985.34,1911.55,1841,644.48,4989,7242.43,NA,339.96,NA,NA,3840.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,1295,NA,NA,690.9,NA,NA,NA,643,NA,NA,525,733.99,NA,NA,NA,737,9200,3840.59,NA,NA,1645,NA,NA
"38",2003-02-24,4700,NA,11904.07,NA,25183.05,707.62,2659.59,7600,NA,NA,NA,NA,824.9,577.78,8968.17,NA,6562.5,NA,1740,548.3,466.54,285,3034.88,NA,NA,2351,298,1309.71,NA,985.56,1911.55,1805,638.79,5025,7352.95,NA,339.96,NA,NA,3785.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,1300,NA,NA,700.56,NA,NA,NA,640,NA,NA,525,724.82,NA,NA,NA,730,9460,3785.64,NA,NA,1635,NA,NA
"39",2003-02-25,4700,NA,11502.46,NA,24621.35,707.62,2605.31,7650,NA,NA,NA,NA,774.62,580.2,8994.47,NA,6162.5,NA,1670,543.09,464.35,275,2980.51,NA,NA,2350,297,1274.29,NA,992.9,1911.55,1806,635,4930,7268.43,NA,334.91,NA,NA,3803.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,1280,NA,NA,700.56,NA,NA,NA,639,NA,NA,526,724.82,NA,NA,NA,725,9150,3803.95,NA,NA,1625,NA,NA
"40",2003-02-26,4725,NA,11502.46,NA,23788.16,702.7,2580.64,7450,NA,NA,NA,NA,755.57,572.94,8595.59,NA,6062.5,NA,1652,557.68,470.48,275,2767.97,NA,NA,2339,300,1245.71,NA,987.5,1853.62,1800,619.21,4915,7151.41,NA,335.43,NA,NA,3877.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,1240,NA,NA,695.73,NA,NA,NA,630,NA,NA,514,720.23,NA,NA,NA,720,8920,3877.22,NA,NA,1615,NA,NA
"41",2003-02-27,4725,NA,11605.44,NA,23964.16,707.62,2581.13,7230,NA,NA,NA,NA,749.22,569.71,8661.34,NA,6250,NA,1700,562.9,473.11,260,2767.97,NA,NA,2290,307,1222.86,NA,971.31,1886.72,1760,612.25,4939,7213.17,NA,336.72,NA,NA,3871.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,1229,NA,NA,695.73,NA,NA,NA,625,NA,NA,500,720.23,NA,NA,NA,720,9150,3871.12,NA,NA,1640,NA,NA
"42",2003-02-28,4850,NA,12053.38,NA,24217.86,687.96,2551.03,7200,NA,NA,NA,NA,761.92,568.9,8854.21,NA,6127.5,NA,1709.6,562.9,473.11,265,2717.55,NA,NA,2290,308,1187.43,NA,960.52,1936.37,1736,617.31,5023,7274.93,NA,331.54,NA,NA,3865.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,1245,NA,NA,694.76,NA,NA,NA,620,NA,NA,490,715.64,NA,NA,NA,710,9495,3865.01,NA,NA,1635,NA,NA
"43",2003-03-03,4800,NA,12254.19,NA,23825.6,702.7,2467.15,7100,NA,NA,NA,NA,774.62,589.89,8415.88,NA,6250,NA,1750,557.68,464.35,260,2619.68,NA,NA,2280,304,1182.86,NA,941.63,1933.06,1725,631.84,4961,7281.43,NA,324.42,NA,NA,3858.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,1300,NA,NA,695.73,NA,NA,NA,612,NA,NA,490,688.12,NA,NA,NA,700,9470,3858.91,NA,NA,1624,NA,NA
"44",2003-03-04,4820,NA,12146.06,NA,24059.65,687.96,2442.48,7070,NA,NA,NA,NA,756.84,573.75,8411.5,NA,5922.5,NA,1780,542.05,451.29,265,2758.08,NA,NA,2260,290,1182.86,NA,933.54,1903.27,1710,631.84,4863,7151.41,NA,314.38,NA,NA,3858.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,1270,NA,NA,686.06,NA,NA,NA,608,NA,NA,480,692.71,NA,NA,NA,696,9251,3858.91,NA,NA,1611,NA,NA
"45",2003-03-05,4780,NA,11986.45,NA,23497.94,687.96,2440.01,7142,NA,NA,NA,NA,739.06,568.9,8328.21,NA,5837.5,NA,1730,542.05,446.83,249,2787.74,NA,NA,2240,290,1177.14,NA,933.54,1855.28,1690,626.79,4785,6995.38,NA,314.71,NA,NA,3855.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,1255,NA,NA,676.4,NA,NA,NA,605,NA,NA,480,688.12,NA,NA,NA,686,9001,3855.24,NA,NA,1590,NA,NA
"46",2003-03-06,4700,NA,11955.56,NA,24059.65,668.3,2486.89,7000,NA,NA,NA,NA,723.82,568.9,8319.45,NA,5837.5,NA,1806,531.62,438.07,201,2777.85,NA,NA,2220,285,1144,NA,917.35,1843.69,1686,631.84,4840,6826.34,NA,310.82,NA,NA,3803.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,1280,NA,NA,676.4,NA,NA,NA,590,NA,NA,475,688.12,NA,NA,NA,682,8800,3803.95,NA,NA,1600,NA,NA
"47",2003-03-07,4700,NA,11789.77,NA,23544.75,653.56,2353.66,7000,NA,NA,NA,NA,717.47,568.9,8047.68,NA,5600,NA,1810,534.23,438.07,194,2619.68,NA,NA,2220,285,1084.57,NA,895.77,1861.9,1675,629.95,4730,6501.93,NA,317.3,NA,NA,3785.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,1270,NA,NA,676.4,NA,NA,NA,565,NA,NA,480,688.12,NA,NA,NA,655,8620,3785.64,NA,NA,1580,NA,NA
"48",2003-03-10,4700,NA,11450.97,NA,22655.39,651.6,2370.93,6800,NA,NA,NA,NA,685.73,572.94,7644.42,NA,5420,NA,1780,542.05,439.9,187,2471.4,NA,NA,2190,275,1080,NA,884.97,1850.64,1660,630.58,4551,6150.21,NA,314.06,NA,NA,3803.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,1275,NA,NA,676.4,NA,NA,NA,585,NA,NA,480,688.12,NA,NA,NA,650,8391,3803.95,NA,NA,1583,NA,NA
"49",2003-03-11,4700,NA,11208.98,NA,21438.36,651.6,2368.46,6650,NA,NA,NA,NA,690.3,570.52,7100.9,NA,5500.13,NA,1760,544.65,440.69,181,2239.09,NA,NA,2185,271,1115.43,NA,884.97,1870.17,1640,631.21,4600,5961.67,NA,323.77,NA,NA,3777.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,1265,NA,NA,676.4,NA,NA,NA,575,NA,NA,460,697.29,NA,NA,NA,637,8185,3777.09,NA,NA,1600,NA,NA
"50",2003-03-12,4700,NA,11327.4,NA,20923.47,652.58,2427.67,6450,NA,NA,NA,NA,694.62,558.41,6925.57,NA,5562.5,NA,1760,532.15,442.53,195,2174.83,NA,NA,2165,270,1091.43,NA,876.88,1865.21,1600,619.21,4660,6146.96,NA,307.58,NA,NA,3767.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,1250,NA,NA,676.4,NA,NA,NA,575,NA,NA,460,697.29,NA,NA,NA,620,8300,3767.32,NA,NA,1600,NA,NA
"51",2003-03-13,4750,NA,12089.43,NA,22000.07,638.82,2467.15,6482,NA,NA,NA,NA,694.62,557.61,7105.28,NA,5850.75,NA,1810,531.62,444.2,203,2155.06,NA,NA,2200,274,1137.14,NA,876.34,1863.55,1700,633.11,4820,6478.53,NA,304.35,NA,NA,3767.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,1233,NA,NA,676.4,NA,NA,NA,580,NA,NA,458,715.64,NA,NA,NA,615,8589,3767.32,NA,NA,1590,NA,NA
"52",2003-03-14,4562,NA,12357.16,NA,22754.62,640.79,2491.82,6550,NA,NA,NA,NA,704.52,548.73,7512.92,NA,6000,NA,1780,539.96,451.21,205,2274.68,NA,NA,2209,277,1165.71,NA,884.97,1853.62,1730,620.47,4960,6689.82,NA,301.76,NA,NA,3724.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,1250,NA,NA,657.08,NA,NA,NA,580,NA,NA,465,715.64,NA,NA,NA,627,8701,3724.58,NA,NA,1600,NA,NA
"53",2003-03-17,4585,NA,12357.16,NA,23095.39,628.99,2491.82,6750,NA,NA,NA,NA,690.81,532.59,7714.56,NA,5881.25,NA,1750,536.84,455.59,204,2372.54,NA,NA,2220,280,1125.71,NA,889.83,1837.73,1700,600.88,4856,6631.31,NA,297.87,NA,NA,3700.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,1260,NA,NA,657.08,NA,NA,NA,580,NA,NA,460,715.64,NA,NA,NA,612,8700,3700.15,NA,NA,1579,NA,NA
